id;code;canton;departement;cereales;racines_et_legumes_divers;cultures_diverses;prairies_artificielles;jacheres;total_des_terres_labourables;prairies_naturelles;vignes;autres_cultures_arborescentes;paturages;autres_surfaces_ecoumene;superficie_totale;marais_susceptibles_d_etre_desseches;code_departement;centre;geometry
215;122;MILLAU;AVEYRON;39656;4895;550;7361;17785;70247;39329;2757;4713;50030;25954;193030;30;12;;list(c(692242.674088737, 703914.069575587, 722850.824961087, 733796.42849086, 726908.544592508, 709894.042195508, 685060.529733221, 692242.674088737, 6354812.50253339, 6361872.92449235, 6356859.05503639, 6338886.45383558, 6316408.7610247, 6310442.57743361, 6344017.73675177, 6354812.50253339))
216;205;SARTENE;CORSE;15344;224;471;0;13938;29977;131;1449;2331;32950;117496;184334;95;20;;list(c(1210922.31460489, 1232193.05293765, 1232179.83512018, 1231663.66140447, 1226741.01505485, 1221345.70199979, 1207963.27901189, 1183771.13642707, 1183760.95674267, 1176834.88783943, 1177535.18093458, 1210922.31460489, 6108595.07993149, 6107102.38692943, 6105892.09373763, 6076589.12124398, 6070390.23347857, 6050092.95545787, 6058231.30841748, 6068544.45185812, 6076761.9364324, 6086514.7070851, 6089163.36313405, 6108595.07993149))
217;114;NARBONNE;AUDE;36970;2351;310;4267;8189;52087;1889;30857;725;53179;18322;157059;1904;11;;list(c(672496.62793359, 675557.887056477, 696380.248600757, 718454.620385851, 705364.41897614, 704293.542383308, 673073.814599288, 672496.62793359, 6211224.37322313, 6236577.90455852, 6249496.01385552, 6233271.46974921, 6213628.80283052, 6201305.04800571, 6207895.65068587, 6211224.37322313))
218;583;COSNE;NIEVRE;40768;1469;1210;10989;15204;69640;11500;3519;140;2571;52806;140176;395;58;;list(c(710147.494791692, 714485.584707328, 719799.350213018, 709537.86319715, 674472.997986393, 710147.494791692, 6733402.56218073, 6728491.31862332, 6683233.13891515, 6679671.74591435, 6711788.52346425, 6733402.56218073))
219;154;SAINT FLOUR;CANTAL;41233;1367;476;480;22225;65781;55395;117;151;20975;23930;166349;60;15;;list(c(683239.82511182, 708012.674493614, 738228.36472037, 738415.54712523, 735455.187077141, 699758.485228613, 684905.724042514, 683239.82511182, 6419672.7709827, 6459351.44032491, 6434972.192408, 6418861.74927397, 6417049.7796463, 6405347.13983458, 6411859.93741413, 6419672.7709827))
220;893;JOIGNY;YONNE;50004;6690;2980;22188;34028;115890;8390;7362;139;2429;62486;196696;57;89;;list(c(705456.090556873, 752386.12629684, 759670.230313349, 754837.232528493, 709245.920575587, 705980.041223249, 705456.090556873, 6769907.15754324, 6787984.31643666, 6776737.05406416, 6765557.07735054, 6740577.90694345, 6746148.8014904, 6769907.15754324))
221;771;COULOMMIERS;SEINE ET MARNE;33242;2333;1520;11954;15406;64455;6600;2198;539;248;20376;94416;40;77;;list(c(682683.019465304, 711525.078166727, 737208.235278887, 697458.633276793, 682683.019465304, 6850407.79170678, 6874656.62527166, 6855063.59530044, 6834385.31530475, 6850407.79170678))
222;033;MOULINS;ALLIER;80116;3588;2471;7687;64239;158101;27036;3996;186;9175;59352;257846;352;03;;list(c(696538.670029302, 744644.233176312, 764515.322331833, 762375.444599244, 721136.040842439, 701549.0307358, 691647.741044413, 696538.670029302, 6624306.01099604, 6637317.51409713, 6621413.26596518, 6607611.46819427, 6580578.42600297, 6585076.74230379, 6607804.15176365, 6624306.01099604))
223;342;LODEVE;HERAULT;16723;1094;367;2044;9799;30027;1396;16340;3092;53979;14964;119798;0;34;;list(c(694974.167777888, 709894.042195508, 726908.544592508, 749608.080533733, 742451.755455239, 705288.700929883, 694974.167777888, 6289439.92529716, 6310442.57743361, 6316408.7610247, 6294641.96346368, 6268754.02841931, 6272929.42917662, 6289439.92529716))
224;023;SAINT QUENTIN;AISNE;49784;8366;8415;13932;4897;85394;2643;0;2094;1334;15812;107277;1017;02;;list(c(698655.288412752, 711910.0956953, 740063.043425578, 743591.171203241, 743141.532040944, 718198.860213128, 708329.781068564, 698705.042670026, 698655.288412752, 6951081.21261766, 6989656.24556411, 6991856.07191728, 6991337.88918668, 6965458.93947151, 6945684.71678529, 6945040.90176444, 6950966.00062085, 6951081.21261766))
225;775;PROVINS;SEINE ET MARNE;47844;2005;1779;17638;21292;90558;9100;2721;102;1667;18295;122443;648;77;;list(c(697458.633276793, 737208.235278887, 742051.611475847, 720960.689556409, 703386.542463301, 697992.106871535, 697458.633276793, 6834385.31530475, 6855063.59530044, 6854474.56276846, 6808743.16423698, 6808060.40983033, 6823586.9903591, 6834385.31530475))
226;131;ARLES;BOUCHES DU RHONE;26257;2230;6691;3904;16449;55531;4674;8899;10292;59577;90417;229390;12309;13;;list(c(801769.943583355, 831950.847866546, 863131.597650592, 863336.257723348, 850449.597106346, 850581.817513901, 828246.611214671, 824205.581630409, 800736.855147244, 801769.943583355, 6273502.61398826, 6297920.05364156, 6288315.3157262, 6266837.87415571, 6257858.32020906, 6249972.30374821, 6252708.49616569, 6262635.37265662, 6263128.41717945, 6273502.61398826))
227;343;MONTPELLIER;HERAULT;23639;875;800;5991;12163;43468;3687;29622;3847;55918;63173;199715;1014;34;;list(c(800736.855147244, 799600.812448661, 789016.478587015, 773396.307933032, 751837.466901461, 751335.394092751, 742451.755455239, 749608.080533733, 778139.364161717, 778335.069012103, 801769.943583355, 800736.855147244, 6263128.41717945, 6263152.28381877, 6273467.59759246, 6269095.53131716, 6253792.3496477, 6253202.18940438, 6268754.02841931, 6294641.96346368, 6308334.89605412, 6308278.07946608, 6273502.61398826, 6263128.41717945))
228;633;ISSOIRE;PUY DE DOME;43658;4937;1343;3667;30360;83965;23604;8355;1540;42049;23351;182864;268;63;;list(c(682005.395424673, 728537.106289405, 738686.622409032, 739237.369806996, 702536.672668285, 681830.249825439, 682005.395424673, 6495138.42956215, 6512955.73086071, 6506524.18791251, 6486079.15114682, 6471252.33847335, 6484925.87463021, 6495138.42956215))
229;634;RIOM;PUY DE DOME;70508;9646;2337;5118;50968;138577;17949;3940;740;36386;32256;229848;304;63;;list(c(673534.454017067, 678868.355284818, 726822.712026907, 725247.388900588, 672325.284698499, 673534.454017067, 6544557.89848526, 6548833.12444626, 6541863.62426728, 6525242.27716411, 6530257.07934645, 6544557.89848526))
230;021;CHATEAU THIERRY;AISNE;51666;2534;1461;12843;16191;84695;4971;3287;702;1748;23170;118573;204;02;;list(c(704806.819192542, 748025.100722044, 748514.493754812, 746710.229413543, 742051.611475847, 737208.235278887, 711525.078166727, 703944.710662149, 704806.819192542, 6899459.50822128, 6904496.18893312, 6903424.82228767, 6855140.56414095, 6854474.56276846, 6855063.59530044, 6874656.62527166, 6898599.89978044, 6899459.50822128))
231;341;BEZIERS;HERAULT;32392;618;977;7228;18744;59959;1728;52957;10167;27019;26752;178582;960;34;;list(c(696380.248600757, 705288.700929883, 742451.755455239, 751335.394092751, 741926.392831358, 731573.930638208, 719520.166757501, 718454.620385851, 696380.248600757, 6249496.01385552, 6272929.42917662, 6268754.02841931, 6253202.18940438, 6242142.4021037, 6242902.4197083, 6234870.38880397, 6233271.46974921, 6249496.01385552))
232;083;ROCROI;ARDENNES;14169;1509;568;5261;5936;27443;12446;0;818;4218;38651;83576;334;08;;"list(list(c(801046.428929291, 792483.482386558, 786954.579544643, 788564.62802215, 803862.724715952, 820886.391767126, 821908.475263941, 832448.811508442, 830493.631290593, 831416.684060439, 801046.428929291, 6960236.0410548, 6962396.74237527, 6985598.01723828, 6985043.02142229, 6983011.32620137, 6991103.92658232, 7001007.8085162, 7001803.89400041, 6989853.50025847, 6984635.12670548, 6960236.0410548)), list(c(782871.016206493, 788202.797331195, 785226.841478799, 782871.016206493, 7002734.1250951, 
6997925.47338919, 6992848.23068986, 7002734.1250951)), list(c(779959.577699603, 784045.946437083, 785962.407399999, 781684.347057009, 779959.577699603, 7014951.57347076, 7021427.81840896, 7020228.89078267, 7007713.81779289, 7014951.57347076)))"
233;674;WISSEMBOURG;BAS RHIN;18961;8287;2936;4162;409;34755;10623;937;1081;1070;31953;80419;0;67;;list(c(1046321.66125127, 1029564.89737544, 1030596.12836061, 1038633.41891881, 1055711.8254434, 1060211.57657426, 1080815.71940174, 1072972.701516, 1069167.13737954, 1046321.66125127, 6868291.19080425, 6889955.89237119, 6901238.91327437, 6893740.71877464, 6892432.50812594, 6895486.01204397, 6885889.9860804, 6867276.97739317, 6863049.48501049, 6868291.19080425))
234;597;VALENCIENNES;NORD;24265;10077;4007;5089;1653;45091;6373;0;190;512;10812;62978;671;59;;list(c(779959.577699603, 757133.632594229, 721904.07282212, 722827.519256335, 726793.988569497, 736896.12323634, 747220.326345354, 746827.300673052, 764779.130949899, 773846.602830465, 784045.946437083, 779959.577699603, 7014951.57347076, 7003267.00907824, 7030511.98465746, 7046313.81505724, 7043811.12460457, 7047421.57448372, 7039731.21542414, 7030530.77526894, 7025995.7828434, 7027808.47267567, 7021427.81840896, 7014951.57347076))
235;482;MARVEJOLS;LOZERE;52721;1717;352;811;28044;83645;28000;146;2145;31843;24656;170435;10;48;;list(c(699758.485228613, 735455.187077141, 728209.49183192, 722850.824961087, 703914.069575587, 699758.485228613, 6405347.13983458, 6417049.7796463, 6362438.35114596, 6356859.05503639, 6361872.92449235, 6405347.13983458))
236;894;SENS;YONNE;42853;2300;1139;16807;19234;82333;4224;4837;212;2160;28442;122208;27;89;;list(c(703386.542463301, 720960.689556409, 750708.200075184, 752386.12629684, 705456.090556873, 694290.900129488, 703386.542463301, 6808060.40983033, 6808743.16423698, 6796454.71502944, 6787984.31643666, 6769907.15754324, 6791556.31710441, 6808060.40983033))
237;592;CAMBRAI;NORD;44628;6901;11988;11367;1200;76084;3714;0;0;218;9244;89260;258;59;;list(c(700226.322764477, 714531.991750178, 740063.043425578, 711910.0956953, 695784.022781452, 700226.322764477, 7014458.51362662, 7020756.97750385, 6991856.07191728, 6989656.24556411, 7002936.5526476, 7014458.51362662))
238;591;AVESNES;NORD;35290;5352;2658;13341;8017;64658;37000;0;286;233;37546;139723;172;59;;list(c(721904.07282212, 757133.632594229, 743591.171203241, 740063.043425578, 714531.991750178, 721904.07282212, 7030511.98465746, 7003267.00907824, 6991337.88918668, 6991856.07191728, 7020756.97750385, 7030511.98465746))
239;635;THIERS;PUY DE DOME;21275;3491;1266;1985;20631;48648;8861;2169;856;10517;15147;86198;510;63;;list(c(725247.388900588, 726822.712026907, 736452.127158133, 757559.009266363, 769641.955394619, 765989.059455935, 738686.622409032, 728537.106289405, 725247.388900588, 6525242.27716411, 6541863.62426728, 6552502.52125097, 6550206.77050996, 6525363.14012984, 6520070.15829499, 6506524.18791251, 6512955.73086071, 6525242.27716411))
240;031;GANNAT;ALLIER;41006;3432;1264;9672;13058;68432;4509;5249;247;1680;21969;102086;22;03;;list(c(678868.355284818, 701549.0307358, 721136.040842439, 736452.127158133, 726822.712026907, 678868.355284818, 6548833.12444626, 6585076.74230379, 6580578.42600297, 6552502.52125097, 6541863.62426728, 6548833.12444626))
241;431;BRIOUDE;HAUTE LOIRE;39557;5917;897;1744;28330;76445;18177;4361;60;18041;40008;157092;10;43;;list(c(702536.672668285, 739237.369806996, 758925.82441489, 757155.849733722, 738228.36472037, 708012.674493614, 702536.672668285, 6471252.33847335, 6486079.15114682, 6466186.99219218, 6460975.04976141, 6434972.192408, 6459351.44032491, 6471252.33847335))
242;024;SOISSONS;AISNE;45985;8828;6617;14858;9236;85524;4554;2576;639;2876;27966;124135;1007;02;;list(c(708329.781068564, 718198.860213128, 750550.564337617, 748025.100722044, 704806.819192542, 708329.781068564, 6945040.90176444, 6945684.71678529, 6914676.08468672, 6904496.18893312, 6899459.50822128, 6945040.90176444))
243;025;VERVINS;AISNE;49632;5081;6852;12649;9297;83511;19222;0;3386;537;32970;139626;0;02;;list(c(743591.171203241, 757133.632594229, 779959.577699603, 781684.347057009, 780662.879912001, 782871.016206493, 785226.841478799, 781981.930445303, 786954.579544643, 792483.482386558, 772705.578494111, 743141.532040944, 743591.171203241, 6991337.88918668, 7003267.00907824, 7014951.57347076, 7007713.81779289, 7004725.60938732, 7002734.1250951, 6992848.23068986, 6987312.12677168, 6985598.01723828, 6962396.74237527, 6943590.12250765, 6965458.93947151, 6991337.88918668))
244;891;AUXERRE;YONNE;63562;4339;1720;21829;35096;126546;9071;16199;597;5431;44888;202732;279;89;;list(c(709245.920575587, 754837.232528493, 761349.872566482, 752741.656095731, 714485.584707328, 710147.494791692, 709245.920575587, 6740577.90694345, 6765557.07735054, 6730276.43305839, 6723876.80321874, 6728491.31862332, 6733402.56218073, 6740577.90694345))
245;582;CLAMECY;NIEVRE;42610;1455;1998;6849;17544;70456;17049;3212;121;2720;53307;146865;33;58;;list(c(714485.584707328, 752741.656095731, 756154.151912519, 738806.693321397, 719799.350213018, 714485.584707328, 6728491.31862332, 6723876.80321874, 6686005.1567784, 6673520.61932951, 6683233.13891515, 6728491.31862332))
246;104;NOGENT SUR SEINE;AUBE;44461;1278;1177;8214;15983;71113;6846;992;29;949;9828;89757;96;10;;list(c(720960.689556409, 742051.611475847, 746710.229413543, 758354.358740199, 760967.238551849, 750708.200075184, 720960.689556409, 6808743.16423698, 6854474.56276846, 6855140.56414095, 6849104.31827202, 6816280.90886276, 6796454.71502944, 6808743.16423698))
247;304;LE VIGAN;GARD;10029;1644;180;2220;8443;22516;2463;4953;24331;43982;41970;140215;0;30;;list(c(733796.42849086, 764195.598534899, 778139.364161717, 749608.080533733, 726908.544592508, 733796.42849086, 6338886.45383558, 6339571.19326741, 6308334.89605412, 6294641.96346368, 6316408.7610247, 6338886.45383558))
248;481;FLORAC;LOZERE;22749;1067;236;655;9052;33759;13582;871;26800;69976;23848;168836;0;48;;list(c(728209.49183192, 771084.052932207, 778759.174352363, 764195.598534899, 733796.42849086, 722850.824961087, 728209.49183192, 6362438.35114596, 6382135.06987957, 6365255.54215706, 6339571.19326741, 6338886.45383558, 6356859.05503639, 6362438.35114596))
249;483;MENDE;LOZERE;51494;1379;246;662;20898;74679;13976;18;3130;60072;25828;177703;642;48;;list(c(738415.54712523, 771011.041655448, 771084.052932207, 728209.49183192, 735455.187077141, 738415.54712523, 6418861.74927397, 6400123.57464992, 6382135.06987957, 6362438.35114596, 6417049.7796463, 6418861.74927397))
250;513;REIMS;MARNE;65603;4482;1490;21448;30814;123837;6000;7263;844;2181;30292;170417;856;51;;list(c(748025.100722044, 750550.564337617, 771783.754747394, 802998.459119925, 806046.906056692, 784785.494638672, 748514.493754812, 748025.100722044, 6904496.18893312, 6914676.08468672, 6934374.11698123, 6909708.79368888, 6902265.0985813, 6889862.98751571, 6903424.82228767, 6904496.18893312))
251;022;LAON;AISNE;91883;13024;11237;22377;29248;167769;20187;3170;2006;4925;47532;245589;1127;02;;list(c(743141.532040944, 772705.578494111, 771783.754747394, 750550.564337617, 718198.860213128, 743141.532040944, 6965458.93947151, 6943590.12250765, 6934374.11698123, 6914676.08468672, 6945684.71678529, 6965458.93947151))
252;581;CHATEAU CHINON;NIEVRE;36420;4191;1368;2893;36945;81817;28000;254;471;871;56158;167571;976;58;;list(c(756154.151912519, 780919.969522827, 794885.382583711, 768940.968442869, 764515.322331833, 744644.233176312, 738806.693321397, 756154.151912519, 6686005.1567784, 6686554.76511733, 6677750.58410055, 6623202.59303471, 6621413.26596518, 6637317.51409713, 6673520.61932951, 6686005.1567784))
253;034;LA PALISSE;ALLIER;64370;6342;1289;7163;26408;105572;16755;4081;147;5150;30286;161991;124;03;;list(c(721136.040842439, 762375.444599244, 775086.833178618, 757559.009266363, 736452.127158133, 721136.040842439, 6580578.42600297, 6607611.46819427, 6577530.26994491, 6550206.77050996, 6552502.52125097, 6580578.42600297))
254;895;TONNERRE;YONNE;47563;2998;816;9375;18832;79584;2560;5962;363;2543;30221;121233;100;89;;list(c(759670.230313349, 777865.886829375, 795252.32181508, 796729.191467931, 785566.189491761, 761349.872566482, 754837.232528493, 759670.230313349, 6776737.05406416, 6774307.57416001, 6757706.23649452, 6734233.04677698, 6727958.16052616, 6730276.43305839, 6765557.07735054, 6776737.05406416))
255;105;TROYES;AUBE;65599;3478;2542;11843;17571;101033;12060;4280;772;1685;37114;156944;158;10;;list(c(750708.200075184, 760967.238551849, 805094.770315522, 804720.287447886, 777865.886829375, 759670.230313349, 752386.12629684, 750708.200075184, 6796454.71502944, 6816280.90886276, 6808896.51597759, 6805799.32528177, 6774307.57416001, 6776737.05406416, 6787984.31643666, 6796454.71502944))
256;631;AMBERT;PUY DE DOME;30917;2382;630;540;18724;53193;16773;0;0;22612;25932;118510;0;63;;list(c(765989.059455935, 776676.469957499, 758925.82441489, 739237.369806996, 738686.622409032, 765989.059455935, 6520070.15829499, 6475030.12640181, 6466186.99219218, 6486079.15114682, 6506524.18791251, 6520070.15829499))
257;433;LE PUY;HAUTE LOIRE;66481;10750;500;1591;23769;103091;49756;895;200;25872;43823;223637;164;43;;list(c(738228.36472037, 757155.849733722, 799102.446779669, 794830.419719339, 771011.041655448, 738415.54712523, 738228.36472037, 6434972.192408, 6460975.04976141, 6421397.0094643, 6414242.38539736, 6400123.57464992, 6418861.74927397, 6434972.192408))
258;892;AVALLON;YONNE;33763;1738;989;4532;16378;57400;7329;3372;308;2140;29387;99936;0;89;;list(c(761349.872566482, 785566.189491761, 780919.969522827, 756154.151912519, 752741.656095731, 761349.872566482, 6730276.43305839, 6727958.16052616, 6686554.76511733, 6686005.1567784, 6723876.80321874, 6730276.43305839))
259;512;EPERNAY;MARNE;87470;4162;2120;20428;33629;147809;11300;6210;792;4691;44292;215094;146;51;;list(c(748514.493754812, 784785.494638672, 774556.989226965, 758354.358740199, 746710.229413543, 748514.493754812, 6903424.82228767, 6889862.98751571, 6853772.3370334, 6849104.31827202, 6855140.56414095, 6903424.82228767))
260;422;ROANNE;LOIRE;52649;4727;1423;3318;39808;101925;26906;6733;23;8533;34342;178462;32;42;;list(c(757559.009266363, 775086.833178618, 810794.228370806, 806029.307259563, 769641.955394619, 757559.009266363, 6550206.77050996, 6577530.26994491, 6566301.19101783, 6525410.67153418, 6525363.14012984, 6550206.77050996))
261;432;ISSINGEAUX;HAUTE LOIRE;30251;4477;512;106;13657;49003;23518;373;4;13832;28766;115496;14;43;;list(c(758925.82441489, 776676.469957499, 781710.568962222, 813169.468701536, 810868.50941258, 799102.446779669, 757155.849733722, 758925.82441489, 6466186.99219218, 6475030.12640181, 6474870.70677837, 6450770.9231354, 6432968.67755678, 6421397.0094643, 6460975.04976141, 6466186.99219218))
262;071;L'ARGENTIERE;ARDECHE;15763;3549;345;308;11068;31033;16560;13923;29675;60715;40809;192715;300;07;;list(c(771011.041655448, 794830.419719339, 820626.642981136, 823167.630714123, 819882.311264738, 809323.147082312, 778759.174352363, 771084.052932207, 771011.041655448, 6400123.57464992, 6414242.38539736, 6386634.17562471, 6359562.04332217, 6356499.74919489, 6354534.77162456, 6365255.54215706, 6382135.06987957, 6400123.57464992))
263;301;ALES;GARD;8543;1405;356;2169;6540;19013;3208;10495;32215;16786;49416;131133;0;30;;list(c(764195.598534899, 778759.174352363, 809323.147082312, 795573.647714243, 778335.069012103, 778139.364161717, 764195.598534899, 6339571.19326741, 6365255.54215706, 6354534.77162456, 6319380.80657902, 6308278.07946608, 6308334.89605412, 6339571.19326741))
264;713;CHAROLLES;SAONE ET LOIRE;80609;10293;3754;4753;42165;141574;41767;3748;262;5799;56469;249619;1030;71;;list(c(764515.322331833, 768940.968442869, 812837.067625074, 824677.5508902, 811508.037408181, 810794.228370806, 775086.833178618, 762375.444599244, 764515.322331833, 6621413.26596518, 6623202.59303471, 6622049.96982512, 6608693.19044495, 6566801.03718671, 6566301.19101783, 6577530.26994491, 6607611.46819427, 6621413.26596518))
265;214;SEMUR;COTE D'OR;67004;3853;2972;6966;18100;98895;16683;3602;962;4593;38334;163069;120;21;;list(c(780919.969522827, 785566.189491761, 796729.191467931, 829411.301389578, 822566.010928704, 813387.328354553, 794885.382583711, 780919.969522827, 6686554.76511733, 6727958.16052616, 6734233.04677698, 6719342.71119994, 6686840.98225753, 6678351.42924815, 6677750.58410055, 6686554.76511733))
266;421;MONTBRISON;LOIRE;66712;7081;2316;3282;28003;107394;32522;3346;93;15518;35182;194055;10;42;;list(c(769641.955394619, 806029.307259563, 809014.381578516, 809638.143078759, 812498.093041807, 781710.568962222, 776676.469957499, 765989.059455935, 769641.955394619, 6525363.14012984, 6525410.67153418, 6521962.05320844, 6521093.55834493, 6511939.89555103, 6474870.70677837, 6475030.12640181, 6520070.15829499, 6525363.14012984))
267;082;RETHEL;ARDENNES;49486;1768;6632;19110;18868;95864;7035;640;2208;743;15818;122308;136;08;;list(c(771783.754747394, 772705.578494111, 792483.482386558, 801046.428929291, 818428.631405788, 802998.459119925, 771783.754747394, 6934374.11698123, 6943590.12250765, 6962396.74237527, 6960236.0410548, 6945982.11224556, 6909708.79368888, 6934374.11698123))
268;101;ARCIS SUR AUBE;AUBE;72593;2733;1041;10602;22234;109203;6867;520;2080;55;7116;125841;43;10;;list(c(758354.358740199, 774556.989226965, 792116.89857912, 813043.797246986, 805094.770315522, 760967.238551849, 758354.358740199, 6849104.31827202, 6853772.3370334, 6849767.08927163, 6819656.40559419, 6808896.51597759, 6816280.90886276, 6849104.31827202))
269;103;BAR SUR SEINE;AUBE;42896;1885;1087;7247;14509;67624;4796;12083;201;7267;31173;123144;0;10;;list(c(804720.287447886, 822721.021777851, 795252.32181508, 777865.886829375, 804720.287447886, 6805799.32528177, 6773071.27658374, 6757706.23649452, 6774307.57416001, 6805799.32528177))
270;423;SAINT ETIENNE;LOIRE;22999;4641;1142;3257;9472;41511;24236;2594;446;7816;26842;103445;100;42;;list(c(781710.568962222, 812498.093041807, 822310.755399199, 832479.47799492, 813169.468701536, 781710.568962222, 6474870.70677837, 6511939.89555103, 6502655.75251572, 6467984.97252118, 6450770.9231354, 6474870.70677837))
271;511;CHALONS SUR MARNE;MARNE;78962;3314;1610;15508;48956;148350;4906;700;176;588;10623;165343;48;51;;list(c(784785.494638672, 806046.906056692, 813307.626598802, 820745.389079078, 792116.89857912, 774556.989226965, 784785.494638672, 6889862.98751571, 6902265.0985813, 6898201.05770096, 6874033.99879748, 6849767.08927163, 6853772.3370334, 6889862.98751571))
272;302;NIMES;GARD;31076;1192;1055;8065;8398;49786;2323;44686;4816;36614;25428;163653;2400;30;;list(c(795573.647714243, 827493.122699706, 831950.847866546, 801769.943583355, 778335.069012103, 795573.647714243, 6319380.80657902, 6311403.05906149, 6297920.05364156, 6273502.61398826, 6308278.07946608, 6319380.80657902))
273;212;CHATILLON SUR SEINE;COTE D'OR;65261;6858;1631;12045;19335;105130;5747;4191;303;3349;78752;197472;491;21;;list(c(795252.32181508, 822721.021777851, 836725.480116008, 846432.637951853, 847070.955547444, 829411.301389578, 796729.191467931, 795252.32181508, 6757706.23649452, 6773071.27658374, 6769997.01465889, 6755014.97750912, 6730085.79977421, 6719342.71119994, 6734233.04677698, 6757706.23649452))
274;515;VITRY LE FRANCOIS;MARNE;62704;2730;2897;11765;37312;117408;11601;2864;336;1310;20314;153833;400;51;;list(c(792116.89857912, 820745.389079078, 837049.636208872, 839106.907697689, 813984.28003402, 813043.797246986, 792116.89857912, 6849767.08927163, 6874033.99879748, 6864236.90944319, 6845855.66742259, 6819830.32935303, 6819656.40559419, 6849767.08927163))
275;102;BAR SUR AUBE;AUBE;32750;1107;2019;7098;11971;54945;8460;5037;143;2981;32887;104453;0;10;;list(c(805094.770315522, 813043.797246986, 813984.28003402, 850319.14639374, 836725.480116008, 822721.021777851, 804720.287447886, 805094.770315522, 6808896.51597759, 6819656.40559419, 6819830.32935303, 6801300.58284926, 6769997.01465889, 6773071.27658374, 6805799.32528177, 6808896.51597759))
276;692;VILLEFRANCHE;RHONE;40944;2549;2771;4521;25921;76706;19144;17000;1209;11264;24476;149799;34;69;;list(c(806029.307259563, 810794.228370806, 811508.037408181, 850616.278322094, 854098.383149228, 809014.381578516, 806029.307259563, 6525410.67153418, 6566301.19101783, 6566801.03718671, 6561172.44690843, 6555724.59066959, 6521962.05320844, 6525410.67153418))
277;711;AUTUN;SAONE ET LOIRE;65496;7212;1862;3863;41096;119529;23426;3951;550;2330;41121;190907;78;71;;list(c(794885.382583711, 813387.328354553, 821830.159803406, 812837.067625074, 768940.968442869, 794885.382583711, 6677750.58410055, 6678351.42924815, 6646087.76976881, 6622049.96982512, 6623202.59303471, 6677750.58410055))
278;072;PRIVAS;ARDECHE;25054;5233;505;2318;15307;48417;8480;9620;15874;47720;44262;174373;0;07;;list(c(799102.446779669, 810868.50941258, 830465.392899644, 848078.690136016, 820626.642981136, 794830.419719339, 799102.446779669, 6421397.0094643, 6432968.67755678, 6424220.31846458, 6405141.43922952, 6386634.17562471, 6414242.38539736, 6421397.0094643))
279;715;MACON;SAONE ET LOIRE;32914;5789;3116;3146;5546;50511;18400;15855;170;6005;28753;119694;15;71;;list(c(824677.5508902, 846706.7571158, 862648.396318184, 850616.278322094, 811508.037408181, 824677.5508902, 6608693.19044495, 6607807.15719093, 6593058.37957156, 6561172.44690843, 6566801.03718671, 6608693.19044495))
280;085;VOUZIERS;ARDENNES;56059;2743;1281;12592;18625;91300;12362;869;1950;1837;30773;139091;383;08;;list(c(802998.459119925, 818428.631405788, 822414.197617435, 847123.178643723, 851497.62441797, 851127.33878411, 813307.626598802, 806046.906056692, 802998.459119925, 6909708.79368888, 6945982.11224556, 6945903.10356418, 6934001.15887602, 6916700.84048369, 6916092.0271658, 6898201.05770096, 6902265.0985813, 6909708.79368888))
281;303;UZES;GARD;28491;3476;974;6631;12198;51770;1037;17660;7479;23885;46724;148555;36;30;;list(c(819882.311264738, 831332.927378951, 827493.122699706, 795573.647714243, 809323.147082312, 819882.311264738, 6356499.74919489, 6325753.82170252, 6311403.05906149, 6319380.80657902, 6354534.77162456, 6356499.74919489))
282;842;AVIGNON;VAUCLUSE;12475;1490;5731;2830;3958;26484;1288;5145;875;7504;8436;49732;0;84;;list(c(831332.927378951, 852690.748629848, 868508.101393901, 866404.314544369, 863131.597650592, 831950.847866546, 827493.122699706, 831332.927378951, 6325753.82170252, 6328771.89863979, 6308639.03871113, 6291738.08090563, 6288315.3157262, 6297920.05364156, 6311403.05906149, 6325753.82170252))
283;553;MONTMEDY;MEUSE;58039;3261;2003;6764;13066;83133;14347;1695;637;1425;33841;135078;0;55;;list(c(901832.567296144, 888192.239805975, 851497.62441797, 847123.178643723, 861219.611367917, 863589.130859147, 873087.725396365, 879011.495645027, 892918.701616995, 902061.663081323, 901832.567296144, 6938490.2528066, 6917400.23986716, 6916700.84048369, 6934001.15887602, 6957428.56609383, 6957599.69033637, 6949028.89602606, 6935907.82110863, 6942454.30730874, 6939414.20182702, 6938490.2528066))
284;574;THIONVILLE;MOSELLE;37624;5863;2374;8514;8227;62602;7430;1107;1345;931;32687;106102;3;57;;list(c(902061.663081323, 909646.188974101, 915612.069967858, 934755.005022987, 957883.984145559, 959257.78720092, 964337.087616747, 964327.882375713, 928668.427776873, 901832.567296144, 902061.663081323, 6939414.20182702, 6936892.28823995, 6933626.10419771, 6939684.65069285, 6930306.21138419, 6922051.29509521, 6914585.64328138, 6914561.71268528, 6908559.860104, 6938490.2528066, 6939414.20182702))
285;084;SEDAN;ARDENNES;25873;1695;1052;7644;6812;43076;8836;95;254;1384;26186;79831;187;08;;list(c(847123.178643723, 822414.197617435, 837594.388009895, 856231.176887881, 861219.611367917, 847123.178643723, 6934001.15887602, 6945903.10356418, 6971067.95589714, 6957068.30652433, 6957428.56609383, 6934001.15887602))
